date,state,expected_cases,population,incidence_per_100k
2020-04-17,Niedersachsen,121.31700000000001,8003421.0,1.515814299910001
2020-04-17,Nordrhein-Westfalen,352.218,17925570.0,1.964891492990181
2020-04-17,Rheinland-Pfalz,48.0997,4098391.0,1.1736239904879744
2020-04-18,Baden-Württemberg,289.483,11103043.0,2.6072401953230298
2020-04-18,Bayern,362.078,13140183.0,2.755501959143187
2020-04-18,Hessen,95.24170000000001,6293154.0,1.513417596327692
2020-04-18,Niedersachsen,105.41669999999999,8003421.0,1.3171455056531451
2020-04-18,Nordrhein-Westfalen,275.672,17925570.0,1.5378702044063315
2020-04-18,Rheinland-Pfalz,39.382999999999996,4098391.0,0.9609380852144169
2020-04-19,Baden-Württemberg,259.11199999999997,11103043.0,2.3337025714482054
2020-04-19,Bayern,298.178,13140183.0,2.2692073618761626
2020-04-19,Hessen,101.6587,6293154.0,1.6153855443550245
2020-04-19,Niedersachsen,94.9993,8003421.0,1.18698366610978
2020-04-19,Nordrhein-Westfalen,261.76199999999994,17925570.0,1.4602715562182955
2020-04-19,Rheinland-Pfalz,33.8423,4098391.0,0.8257460061765702
2020-04-20,Baden-Württemberg,288.235,11103043.0,2.5960000335043283
2020-04-20,Bayern,367.50800000000004,13140183.0,2.7968255845447514
2020-04-20,Hessen,109.30799999999999,6293154.0,1.736935088510467
2020-04-20,Niedersachsen,94.4837,8003421.0,1.1805414209748557
2020-04-20,Nordrhein-Westfalen,301.443,17925570.0,1.6816369019227841
2020-04-20,Rheinland-Pfalz,50.509,4098391.0,1.2324104752328413
2020-04-21,Baden-Württemberg,273.10499999999996,11103043.0,2.4597310845324114
2020-04-21,Bayern,311.44500000000005,13140183.0,2.3701724702007576
2020-04-21,Hessen,92.0173,6293154.0,1.4621809668093297
2020-04-21,Niedersachsen,89.49199999999999,8003421.0,1.1181718417661646
2020-04-21,Nordrhein-Westfalen,270.438,17925570.0,1.5086716907746867
2020-04-21,Rheinland-Pfalz,39.4667,4098391.0,0.962980350093488
2020-04-22,Baden-Württemberg,253.42700000000002,11103043.0,2.2825003920096503
2020-04-22,Bayern,309.57,13140183.0,2.3559032625344716
2020-04-22,Hessen,87.208,6293154.0,1.3857598272662643
2020-04-22,Niedersachsen,80.6497,8003421.0,1.0076903364198884
2020-04-22,Nordrhein-Westfalen,260.153,17925570.0,1.4512955515501043
